ALERT: High delete actions (8) for user user_7 - potential data loss risk. (Action: login, Resource: employee_db, Status: success, IP: 71.47.248.197)
ALERT: High delete actions (8) for user user_10 - potential data loss risk. (Action: update_record, Resource: employee_db, Status: success, IP: 233.35.214.120)
ALERT: New IP access (233.35.214.120) for user user_10 at 2025-11-16 02:51:05 - verify identity. (Action: update_record, Resource: employee_db, Status: success, IP: 233.35.214.120)
ALERT: Suspicious hour (2:00) activity for user user_6 at 2025-11-16 02:53:04. (Action: view_page, Resource: config.yaml, Status: success, IP: 218.8.39.126)
ALERT: New IP access (218.8.39.126) for user user_6 at 2025-11-16 02:53:04 - verify identity. (Action: view_page, Resource: config.yaml, Status: success, IP: 218.8.39.126)
ALERT: Suspicious hour (2:00) activity for user user_8 at 2025-11-16 02:53:33. (Action: logout, Resource: config.yaml, Status: failed, IP: 167.135.41.184)
ALERT: New IP access (167.135.41.184) for user user_8 at 2025-11-16 02:53:33 - verify identity. (Action: logout, Resource: config.yaml, Status: failed, IP: 167.135.41.184)
ALERT: Suspicious hour (2:00) activity for user user_3 at 2025-11-16 02:54:43. (Action: delete_record, Resource: employee_db, Status: success, IP: 96.67.102.114)
ALERT: New IP access (96.67.102.114) for user user_3 at 2025-11-16 02:54:43 - verify identity. (Action: delete_record, Resource: employee_db, Status: success, IP: 96.67.102.114)
ALERT: Suspicious hour (2:00) activity for user user_11 at 2025-11-16 02:56:38. (Action: download_file, Resource: dashboard, Status: success, IP: 93.56.101.200)
ALERT: New IP access (93.56.101.200) for user user_11 at 2025-11-16 02:56:38 - verify identity. (Action: download_file, Resource: dashboard, Status: success, IP: 93.56.101.200)
ALERT: Suspicious hour (2:00) activity for user user_9 at 2025-11-16 02:57:03. (Action: delete_record, Resource: dashboard, Status: success, IP: 140.188.7.248)
ALERT: New IP access (140.188.7.248) for user user_9 at 2025-11-16 02:57:03 - verify identity. (Action: delete_record, Resource: dashboard, Status: success, IP: 140.188.7.248)
ALERT: Suspicious hour (2:00) activity for user user_13 at 2025-11-16 02:57:49. (Action: update_record, Resource: config.yaml, Status: failed, IP: 176.158.95.23)
ALERT: High-risk action 'update_record' on sensitive resource 'config.yaml' by user user_13 at 2025-11-16 02:57:49. (Action: update_record, Resource: config.yaml, Status: failed, IP: 176.158.95.23)
ALERT: New IP access (176.158.95.23) for user user_13 at 2025-11-16 02:57:49 - verify identity. (Action: update_record, Resource: config.yaml, Status: failed, IP: 176.158.95.23)
ALERT: Suspicious hour (2:00) activity for user user_15 at 2025-11-16 02:58:32. (Action: download_file, Resource: employee_db, Status: success, IP: 166.253.71.52)
ALERT: High delete actions (6) for user user_15 - potential data loss risk. (Action: download_file, Resource: employee_db, Status: success, IP: 166.253.71.52)
ALERT: New IP access (166.253.71.52) for user user_15 at 2025-11-16 02:58:32 - verify identity. (Action: download_file, Resource: employee_db, Status: success, IP: 166.253.71.52)
ALERT: Suspicious hour (2:00) activity for user user_15 at 2025-11-16 02:58:48. (Action: update_record, Resource: employee_db, Status: success, IP: 64.102.83.49)
ALERT: High delete actions (6) for user user_15 - potential data loss risk. (Action: update_record, Resource: employee_db, Status: success, IP: 64.102.83.49)
ALERT: New IP access (64.102.83.49) for user user_15 at 2025-11-16 02:58:48 - verify identity. (Action: update_record, Resource: employee_db, Status: success, IP: 64.102.83.49)
ALERT: Suspicious hour (2:00) activity for user user_5 at 2025-11-16 02:59:16. (Action: delete_record, Resource: dashboard, Status: success, IP: 149.208.18.127)
ALERT: Unusually high activity (41 events) for user user_5. (Action: delete_record, Resource: dashboard, Status: success, IP: 149.208.18.127)
ALERT: High delete actions (7) for user user_5 - potential data loss risk. (Action: delete_record, Resource: dashboard, Status: success, IP: 149.208.18.127)
ALERT: New IP access (149.208.18.127) for user user_5 at 2025-11-16 02:59:16 - verify identity. (Action: delete_record, Resource: dashboard, Status: success, IP: 149.208.18.127)
ALERT: Suspicious hour (3:00) activity for user user_2 at 2025-11-16 03:05:47. (Action: view_page, Resource: dashboard, Status: success, IP: 151.184.21.212)
ALERT: New IP access (151.184.21.212) for user user_2 at 2025-11-16 03:05:47 - verify identity. (Action: view_page, Resource: dashboard, Status: success, IP: 151.184.21.212)
ALERT: Suspicious hour (3:00) activity for user user_15 at 2025-11-16 03:08:02. (Action: update_record, Resource: public_page, Status: success, IP: 206.233.43.167)
ALERT: High delete actions (6) for user user_15 - potential data loss risk. (Action: update_record, Resource: public_page, Status: success, IP: 206.233.43.167)
ALERT: New IP access (206.233.43.167) for user user_15 at 2025-11-16 03:08:02 - verify identity. (Action: update_record, Resource: public_page, Status: success, IP: 206.233.43.167)
ALERT: Suspicious hour (3:00) activity for user user_13 at 2025-11-16 03:08:29. (Action: delete_record, Resource: config.yaml, Status: success, IP: 103.232.247.11)
ALERT: High-risk action 'delete_record' on sensitive resource 'config.yaml' by user user_13 at 2025-11-16 03:08:29. (Action: delete_record, Resource: config.yaml, Status: success, IP: 103.232.247.11)
ALERT: New IP access (103.232.247.11) for user user_13 at 2025-11-16 03:08:29 - verify identity. (Action: delete_record, Resource: config.yaml, Status: success, IP: 103.232.247.11)
ALERT: Suspicious hour (3:00) activity for user user_7 at 2025-11-16 03:09:13. (Action: login, Resource: config.yaml, Status: failed, IP: 177.245.38.42)
ALERT: High delete actions (8) for user user_7 - potential data loss risk. (Action: login, Resource: config.yaml, Status: failed, IP: 177.245.38.42)
ALERT: New IP access (177.245.38.42) for user user_7 at 2025-11-16 03:09:13 - verify identity. (Action: login, Resource: config.yaml, Status: failed, IP: 177.245.38.42)
ALERT: Suspicious hour (3:00) activity for user user_4 at 2025-11-16 03:11:29. (Action: update_record, Resource: dashboard, Status: success, IP: 25.109.165.130)
ALERT: High delete actions (6) for user user_4 - potential data loss risk. (Action: update_record, Resource: dashboard, Status: success, IP: 25.109.165.130)
ALERT: New IP access (25.109.165.130) for user user_4 at 2025-11-16 03:11:29 - verify identity. (Action: update_record, Resource: dashboard, Status: success, IP: 25.109.165.130)
ALERT: Suspicious hour (3:00) activity for user user_8 at 2025-11-16 03:13:36. (Action: view_page, Resource: employee_db, Status: success, IP: 114.126.150.94)
ALERT: New IP access (114.126.150.94) for user user_8 at 2025-11-16 03:13:36 - verify identity. (Action: view_page, Resource: employee_db, Status: success, IP: 114.126.150.94)
ALERT: Suspicious hour (3:00) activity for user user_13 at 2025-11-16 03:13:42. (Action: login, Resource: report.pdf, Status: success, IP: 134.240.195.122)
ALERT: New IP access (134.240.195.122) for user user_13 at 2025-11-16 03:13:42 - verify identity. (Action: login, Resource: report.pdf, Status: success, IP: 134.240.195.122)
ALERT: Suspicious hour (3:00) activity for user user_3 at 2025-11-16 03:14:14. (Action: download_file, Resource: employee_db, Status: success, IP: 172.182.154.184)
ALERT: New IP access (172.182.154.184) for user user_3 at 2025-11-16 03:14:14 - verify identity. (Action: download_file, Resource: employee_db, Status: success, IP: 172.182.154.184)
ALERT: Suspicious hour (3:00) activity for user user_6 at 2025-11-16 03:17:26. (Action: view_page, Resource: public_page, Status: failed, IP: 140.167.117.136)
ALERT: New IP access (140.167.117.136) for user user_6 at 2025-11-16 03:17:26 - verify identity. (Action: view_page, Resource: public_page, Status: failed, IP: 140.167.117.136)
ALERT: Suspicious hour (3:00) activity for user user_1 at 2025-11-16 03:17:40. (Action: logout, Resource: report.pdf, Status: success, IP: 226.240.153.129)
ALERT: New IP access (226.240.153.129) for user user_1 at 2025-11-16 03:17:40 - verify identity. (Action: logout, Resource: report.pdf, Status: success, IP: 226.240.153.129)
ALERT: Suspicious hour (3:00) activity for user user_15 at 2025-11-16 03:19:29. (Action: delete_record, Resource: employee_db, Status: success, IP: 221.128.88.244)
ALERT: High delete actions (6) for user user_15 - potential data loss risk. (Action: delete_record, Resource: employee_db, Status: success, IP: 221.128.88.244)
ALERT: New IP access (221.128.88.244) for user user_15 at 2025-11-16 03:19:29 - verify identity. (Action: delete_record, Resource: employee_db, Status: success, IP: 221.128.88.244)
ALERT: Suspicious hour (3:00) activity for user user_3 at 2025-11-16 03:22:23. (Action: download_file, Resource: admin_panel, Status: success, IP: 248.206.1.128)
ALERT: New IP access (248.206.1.128) for user user_3 at 2025-11-16 03:22:23 - verify identity. (Action: download_file, Resource: admin_panel, Status: success, IP: 248.206.1.128)
ALERT: Suspicious hour (3:00) activity for user user_6 at 2025-11-16 03:22:39. (Action: view_page, Resource: admin_panel, Status: success, IP: 6.174.145.119)
ALERT: New IP access (6.174.145.119) for user user_6 at 2025-11-16 03:22:39 - verify identity. (Action: view_page, Resource: admin_panel, Status: success, IP: 6.174.145.119)
ALERT: Suspicious hour (3:00) activity for user user_14 at 2025-11-16 03:23:50. (Action: download_file, Resource: public_page, Status: failed, IP: 227.109.207.212)
ALERT: New IP access (227.109.207.212) for user user_14 at 2025-11-16 03:23:50 - verify identity. (Action: download_file, Resource: public_page, Status: failed, IP: 227.109.207.212)
ALERT: Suspicious hour (3:00) activity for user user_7 at 2025-11-16 03:24:00. (Action: download_file, Resource: report.pdf, Status: success, IP: 243.16.154.247)
ALERT: High delete actions (8) for user user_7 - potential data loss risk. (Action: download_file, Resource: report.pdf, Status: success, IP: 243.16.154.247)
ALERT: New IP access (243.16.154.247) for user user_7 at 2025-11-16 03:24:00 - verify identity. (Action: download_file, Resource: report.pdf, Status: success, IP: 243.16.154.247)
ALERT: Suspicious hour (3:00) activity for user user_7 at 2025-11-16 03:25:02. (Action: delete_record, Resource: admin_panel, Status: failed, IP: 166.206.43.41)
ALERT: High delete actions (8) for user user_7 - potential data loss risk. (Action: delete_record, Resource: admin_panel, Status: failed, IP: 166.206.43.41)
ALERT: High-risk action 'delete_record' on sensitive resource 'admin_panel' by user user_7 at 2025-11-16 03:25:02. (Action: delete_record, Resource: admin_panel, Status: failed, IP: 166.206.43.41)
ALERT: New IP access (166.206.43.41) for user user_7 at 2025-11-16 03:25:02 - verify identity. (Action: delete_record, Resource: admin_panel, Status: failed, IP: 166.206.43.41)
ALERT: Suspicious hour (3:00) activity for user user_11 at 2025-11-16 03:25:37. (Action: download_file, Resource: dashboard, Status: success, IP: 181.128.14.91)
ALERT: New IP access (181.128.14.91) for user user_11 at 2025-11-16 03:25:37 - verify identity. (Action: download_file, Resource: dashboard, Status: success, IP: 181.128.14.91)
ALERT: Suspicious hour (3:00) activity for user user_6 at 2025-11-16 03:28:19. (Action: delete_record, Resource: admin_panel, Status: success, IP: 230.176.228.4)
ALERT: High-risk action 'delete_record' on sensitive resource 'admin_panel' by user user_6 at 2025-11-16 03:28:19. (Action: delete_record, Resource: admin_panel, Status: success, IP: 230.176.228.4)
ALERT: New IP access (230.176.228.4) for user user_6 at 2025-11-16 03:28:19 - verify identity. (Action: delete_record, Resource: admin_panel, Status: success, IP: 230.176.228.4)
ALERT: Suspicious hour (3:00) activity for user user_1 at 2025-11-16 03:31:36. (Action: download_file, Resource: employee_db, Status: success, IP: 167.35.132.134)
ALERT: New IP access (167.35.132.134) for user user_1 at 2025-11-16 03:31:36 - verify identity. (Action: download_file, Resource: employee_db, Status: success, IP: 167.35.132.134)
ALERT: Suspicious hour (3:00) activity for user user_3 at 2025-11-16 03:33:48. (Action: update_record, Resource: dashboard, Status: failed, IP: 195.110.169.150)
ALERT: New IP access (195.110.169.150) for user user_3 at 2025-11-16 03:33:48 - verify identity. (Action: update_record, Resource: dashboard, Status: failed, IP: 195.110.169.150)
ALERT: Suspicious hour (3:00) activity for user user_14 at 2025-11-16 03:36:46. (Action: view_page, Resource: public_page, Status: success, IP: 201.188.14.14)
ALERT: New IP access (201.188.14.14) for user user_14 at 2025-11-16 03:36:46 - verify identity. (Action: view_page, Resource: public_page, Status: success, IP: 201.188.14.14)
ALERT: Suspicious hour (3:00) activity for user user_1 at 2025-11-16 03:38:59. (Action: update_record, Resource: config.yaml, Status: success, IP: 245.175.225.2)
ALERT: High-risk action 'update_record' on sensitive resource 'config.yaml' by user user_1 at 2025-11-16 03:38:59. (Action: update_record, Resource: config.yaml, Status: success, IP: 245.175.225.2)
ALERT: New IP access (245.175.225.2) for user user_1 at 2025-11-16 03:38:59 - verify identity. (Action: update_record, Resource: config.yaml, Status: success, IP: 245.175.225.2)
ALERT: Suspicious hour (3:00) activity for user user_1 at 2025-11-16 03:39:00. (Action: update_record, Resource: admin_panel, Status: success, IP: 226.227.54.118)
ALERT: High-risk action 'update_record' on sensitive resource 'admin_panel' by user user_1 at 2025-11-16 03:39:00. (Action: update_record, Resource: admin_panel, Status: success, IP: 226.227.54.118)
ALERT: New IP access (226.227.54.118) for user user_1 at 2025-11-16 03:39:00 - verify identity. (Action: update_record, Resource: admin_panel, Status: success, IP: 226.227.54.118)
ALERT: Suspicious hour (3:00) activity for user user_1 at 2025-11-16 03:39:02. (Action: view_page, Resource: employee_db, Status: success, IP: 70.5.159.216)
ALERT: New IP access (70.5.159.216) for user user_1 at 2025-11-16 03:39:02 - verify identity. (Action: view_page, Resource: employee_db, Status: success, IP: 70.5.159.216)
ALERT: Suspicious hour (3:00) activity for user user_7 at 2025-11-16 03:39:58. (Action: logout, Resource: public_page, Status: success, IP: 183.2.237.177)
ALERT: High delete actions (8) for user user_7 - potential data loss risk. (Action: logout, Resource: public_page, Status: success, IP: 183.2.237.177)
ALERT: New IP access (183.2.237.177) for user user_7 at 2025-11-16 03:39:58 - verify identity. (Action: logout, Resource: public_page, Status: success, IP: 183.2.237.177)
ALERT: Suspicious hour (3:00) activity for user user_9 at 2025-11-16 03:40:55. (Action: view_page, Resource: dashboard, Status: failed, IP: 187.212.219.43)
ALERT: New IP access (187.212.219.43) for user user_9 at 2025-11-16 03:40:55 - verify identity. (Action: view_page, Resource: dashboard, Status: failed, IP: 187.212.219.43)
ALERT: Suspicious hour (3:00) activity for user user_3 at 2025-11-16 03:43:38. (Action: login, Resource: employee_db, Status: failed, IP: 207.246.32.83)
ALERT: New IP access (207.246.32.83) for user user_3 at 2025-11-16 03:43:38 - verify identity. (Action: login, Resource: employee_db, Status: failed, IP: 207.246.32.83)
ALERT: Suspicious hour (3:00) activity for user user_15 at 2025-11-16 03:47:53. (Action: logout, Resource: employee_db, Status: failed, IP: 87.237.140.238)
ALERT: High delete actions (6) for user user_15 - potential data loss risk. (Action: logout, Resource: employee_db, Status: failed, IP: 87.237.140.238)
ALERT: New IP access (87.237.140.238) for user user_15 at 2025-11-16 03:47:53 - verify identity. (Action: logout, Resource: employee_db, Status: failed, IP: 87.237.140.238)
ALERT: Suspicious hour (3:00) activity for user user_3 at 2025-11-16 03:48:28. (Action: update_record, Resource: config.yaml, Status: failed, IP: 208.13.7.186)
ALERT: High-risk action 'update_record' on sensitive resource 'config.yaml' by user user_3 at 2025-11-16 03:48:28. (Action: update_record, Resource: config.yaml, Status: failed, IP: 208.13.7.186)
ALERT: New IP access (208.13.7.186) for user user_3 at 2025-11-16 03:48:28 - verify identity. (Action: update_record, Resource: config.yaml, Status: failed, IP: 208.13.7.186)
ALERT: Suspicious hour (3:00) activity for user user_9 at 2025-11-16 03:50:24. (Action: logout, Resource: employee_db, Status: success, IP: 18.71.193.134)
ALERT: New IP access (18.71.193.134) for user user_9 at 2025-11-16 03:50:24 - verify identity. (Action: logout, Resource: employee_db, Status: success, IP: 18.71.193.134)
ALERT: Suspicious hour (3:00) activity for user user_4 at 2025-11-16 03:52:29. (Action: login, Resource: config.yaml, Status: success, IP: 210.152.69.164)
ALERT: High delete actions (6) for user user_4 - potential data loss risk. (Action: login, Resource: config.yaml, Status: success, IP: 210.152.69.164)
ALERT: New IP access (210.152.69.164) for user user_4 at 2025-11-16 03:52:29 - verify identity. (Action: login, Resource: config.yaml, Status: success, IP: 210.152.69.164)
ALERT: Suspicious hour (3:00) activity for user user_9 at 2025-11-16 03:53:44. (Action: logout, Resource: public_page, Status: success, IP: 49.181.213.73)
ALERT: New IP access (49.181.213.73) for user user_9 at 2025-11-16 03:53:44 - verify identity. (Action: logout, Resource: public_page, Status: success, IP: 49.181.213.73)
ALERT: Suspicious hour (3:00) activity for user user_7 at 2025-11-16 03:54:53. (Action: update_record, Resource: report.pdf, Status: success, IP: 41.23.193.157)
ALERT: High delete actions (8) for user user_7 - potential data loss risk. (Action: update_record, Resource: report.pdf, Status: success, IP: 41.23.193.157)
ALERT: New IP access (41.23.193.157) for user user_7 at 2025-11-16 03:54:53 - verify identity. (Action: update_record, Resource: report.pdf, Status: success, IP: 41.23.193.157)
ALERT: Suspicious hour (3:00) activity for user user_14 at 2025-11-16 03:55:27. (Action: update_record, Resource: dashboard, Status: success, IP: 34.68.112.173)
ALERT: New IP access (34.68.112.173) for user user_14 at 2025-11-16 03:55:27 - verify identity. (Action: update_record, Resource: dashboard, Status: success, IP: 34.68.112.173)
ALERT: Suspicious hour (3:00) activity for user user_5 at 2025-11-16 03:59:04. (Action: logout, Resource: config.yaml, Status: success, IP: 97.208.177.51)
ALERT: Unusually high activity (41 events) for user user_5. (Action: logout, Resource: config.yaml, Status: success, IP: 97.208.177.51)
ALERT: High delete actions (7) for user user_5 - potential data loss risk. (Action: logout, Resource: config.yaml, Status: success, IP: 97.208.177.51)
ALERT: New IP access (97.208.177.51) for user user_5 at 2025-11-16 03:59:04 - verify identity. (Action: logout, Resource: config.yaml, Status: success, IP: 97.208.177.51)
ALERT: Suspicious hour (3:00) activity for user user_6 at 2025-11-16 03:59:37. (Action: logout, Resource: report.pdf, Status: success, IP: 245.43.128.17)
ALERT: New IP access (245.43.128.17) for user user_6 at 2025-11-16 03:59:37 - verify identity. (Action: logout, Resource: report.pdf, Status: success, IP: 245.43.128.17)
ALERT: Suspicious hour (4:00) activity for user user_4 at 2025-11-16 04:03:59. (Action: logout, Resource: config.yaml, Status: success, IP: 51.139.255.253)
ALERT: High delete actions (6) for user user_4 - potential data loss risk. (Action: logout, Resource: config.yaml, Status: success, IP: 51.139.255.253)
ALERT: New IP access (51.139.255.253) for user user_4 at 2025-11-16 04:03:59 - verify identity. (Action: logout, Resource: config.yaml, Status: success, IP: 51.139.255.253)
ALERT: Suspicious hour (4:00) activity for user user_12 at 2025-11-16 04:07:04. (Action: login, Resource: public_page, Status: failed, IP: 90.34.146.111)
ALERT: New IP access (90.34.146.111) for user user_12 at 2025-11-16 04:07:04 - verify identity. (Action: login, Resource: public_page, Status: failed, IP: 90.34.146.111)
ALERT: Suspicious hour (4:00) activity for user user_1 at 2025-11-16 04:07:08. (Action: update_record, Resource: report.pdf, Status: failed, IP: 182.168.36.27)
ALERT: New IP access (182.168.36.27) for user user_1 at 2025-11-16 04:07:08 - verify identity. (Action: update_record, Resource: report.pdf, Status: failed, IP: 182.168.36.27)
ALERT: Suspicious hour (4:00) activity for user user_3 at 2025-11-16 04:08:48. (Action: login, Resource: public_page, Status: success, IP: 5.164.82.60)
ALERT: New IP access (5.164.82.60) for user user_3 at 2025-11-16 04:08:48 - verify identity. (Action: login, Resource: public_page, Status: success, IP: 5.164.82.60)
ALERT: Suspicious hour (4:00) activity for user user_2 at 2025-11-16 04:09:38. (Action: logout, Resource: config.yaml, Status: success, IP: 54.96.10.9)
ALERT: New IP access (54.96.10.9) for user user_2 at 2025-11-16 04:09:38 - verify identity. (Action: logout, Resource: config.yaml, Status: success, IP: 54.96.10.9)
ALERT: Suspicious hour (4:00) activity for user user_8 at 2025-11-16 04:11:28. (Action: download_file, Resource: employee_db, Status: success, IP: 85.190.155.42)
ALERT: New IP access (85.190.155.42) for user user_8 at 2025-11-16 04:11:28 - verify identity. (Action: download_file, Resource: employee_db, Status: success, IP: 85.190.155.42)
ALERT: Suspicious hour (4:00) activity for user user_1 at 2025-11-16 04:13:25. (Action: download_file, Resource: report.pdf, Status: success, IP: 114.10.173.31)
ALERT: New IP access (114.10.173.31) for user user_1 at 2025-11-16 04:13:25 - verify identity. (Action: download_file, Resource: report.pdf, Status: success, IP: 114.10.173.31)
ALERT: Suspicious hour (4:00) activity for user user_11 at 2025-11-16 04:16:10. (Action: logout, Resource: config.yaml, Status: failed, IP: 238.212.135.55)
ALERT: New IP access (238.212.135.55) for user user_11 at 2025-11-16 04:16:10 - verify identity. (Action: logout, Resource: config.yaml, Status: failed, IP: 238.212.135.55)
ALERT: Suspicious hour (4:00) activity for user user_14 at 2025-11-16 04:16:52. (Action: logout, Resource: dashboard, Status: success, IP: 138.102.104.142)
ALERT: New IP access (138.102.104.142) for user user_14 at 2025-11-16 04:16:52 - verify identity. (Action: logout, Resource: dashboard, Status: success, IP: 138.102.104.142)
ALERT: Suspicious hour (4:00) activity for user user_1 at 2025-11-16 04:20:09. (Action: login, Resource: dashboard, Status: success, IP: 224.168.134.97)
ALERT: New IP access (224.168.134.97) for user user_1 at 2025-11-16 04:20:09 - verify identity. (Action: login, Resource: dashboard, Status: success, IP: 224.168.134.97)
ALERT: Suspicious hour (4:00) activity for user user_5 at 2025-11-16 04:20:57. (Action: view_page, Resource: config.yaml, Status: failed, IP: 126.3.155.231)
ALERT: Unusually high activity (41 events) for user user_5. (Action: view_page, Resource: config.yaml, Status: failed, IP: 126.3.155.231)
ALERT: High delete actions (7) for user user_5 - potential data loss risk. (Action: view_page, Resource: config.yaml, Status: failed, IP: 126.3.155.231)
ALERT: New IP access (126.3.155.231) for user user_5 at 2025-11-16 04:20:57 - verify identity. (Action: view_page, Resource: config.yaml, Status: failed, IP: 126.3.155.231)
ALERT: Suspicious hour (4:00) activity for user user_14 at 2025-11-16 04:21:44. (Action: download_file, Resource: dashboard, Status: success, IP: 48.159.105.54)
ALERT: New IP access (48.159.105.54) for user user_14 at 2025-11-16 04:21:44 - verify identity. (Action: download_file, Resource: dashboard, Status: success, IP: 48.159.105.54)
ALERT: Suspicious hour (4:00) activity for user user_3 at 2025-11-16 04:21:47. (Action: download_file, Resource: report.pdf, Status: success, IP: 243.164.251.102)
ALERT: New IP access (243.164.251.102) for user user_3 at 2025-11-16 04:21:47 - verify identity. (Action: download_file, Resource: report.pdf, Status: success, IP: 243.164.251.102)
ALERT: Suspicious hour (4:00) activity for user user_13 at 2025-11-16 04:24:55. (Action: logout, Resource: report.pdf, Status: failed, IP: 249.150.237.1)
ALERT: New IP access (249.150.237.1) for user user_13 at 2025-11-16 04:24:55 - verify identity. (Action: logout, Resource: report.pdf, Status: failed, IP: 249.150.237.1)
ALERT: Suspicious hour (4:00) activity for user user_11 at 2025-11-16 04:25:43. (Action: delete_record, Resource: employee_db, Status: success, IP: 245.112.11.104)
ALERT: New IP access (245.112.11.104) for user user_11 at 2025-11-16 04:25:43 - verify identity. (Action: delete_record, Resource: employee_db, Status: success, IP: 245.112.11.104)
ALERT: Suspicious hour (4:00) activity for user user_9 at 2025-11-16 04:26:15. (Action: view_page, Resource: config.yaml, Status: success, IP: 15.181.32.243)
ALERT: New IP access (15.181.32.243) for user user_9 at 2025-11-16 04:26:15 - verify identity. (Action: view_page, Resource: config.yaml, Status: success, IP: 15.181.32.243)
ALERT: Suspicious hour (4:00) activity for user user_6 at 2025-11-16 04:28:50. (Action: update_record, Resource: config.yaml, Status: success, IP: 215.168.197.218)
ALERT: High-risk action 'update_record' on sensitive resource 'config.yaml' by user user_6 at 2025-11-16 04:28:50. (Action: update_record, Resource: config.yaml, Status: success, IP: 215.168.197.218)
ALERT: New IP access (215.168.197.218) for user user_6 at 2025-11-16 04:28:50 - verify identity. (Action: update_record, Resource: config.yaml, Status: success, IP: 215.168.197.218)
ALERT: Suspicious hour (4:00) activity for user user_1 at 2025-11-16 04:30:24. (Action: download_file, Resource: config.yaml, Status: success, IP: 152.126.88.96)
ALERT: New IP access (152.126.88.96) for user user_1 at 2025-11-16 04:30:24 - verify identity. (Action: download_file, Resource: config.yaml, Status: success, IP: 152.126.88.96)
ALERT: Suspicious hour (4:00) activity for user user_15 at 2025-11-16 04:30:30. (Action: login, Resource: report.pdf, Status: failed, IP: 143.118.110.207)
ALERT: High delete actions (6) for user user_15 - potential data loss risk. (Action: login, Resource: report.pdf, Status: failed, IP: 143.118.110.207)
ALERT: New IP access (143.118.110.207) for user user_15 at 2025-11-16 04:30:30 - verify identity. (Action: login, Resource: report.pdf, Status: failed, IP: 143.118.110.207)
ALERT: Suspicious hour (4:00) activity for user user_2 at 2025-11-16 04:32:19. (Action: delete_record, Resource: public_page, Status: success, IP: 47.129.194.140)
ALERT: New IP access (47.129.194.140) for user user_2 at 2025-11-16 04:32:19 - verify identity. (Action: delete_record, Resource: public_page, Status: success, IP: 47.129.194.140)
ALERT: Suspicious hour (4:00) activity for user user_1 at 2025-11-16 04:34:07. (Action: view_page, Resource: report.pdf, Status: success, IP: 136.14.103.183)
ALERT: New IP access (136.14.103.183) for user user_1 at 2025-11-16 04:34:07 - verify identity. (Action: view_page, Resource: report.pdf, Status: success, IP: 136.14.103.183)
ALERT: Suspicious hour (4:00) activity for user user_6 at 2025-11-16 04:40:29. (Action: logout, Resource: public_page, Status: success, IP: 36.8.125.152)
ALERT: New IP access (36.8.125.152) for user user_6 at 2025-11-16 04:40:29 - verify identity. (Action: logout, Resource: public_page, Status: success, IP: 36.8.125.152)
ALERT: Suspicious hour (4:00) activity for user user_4 at 2025-11-16 04:41:51. (Action: login, Resource: dashboard, Status: success, IP: 145.17.67.94)
ALERT: High delete actions (6) for user user_4 - potential data loss risk. (Action: login, Resource: dashboard, Status: success, IP: 145.17.67.94)
ALERT: New IP access (145.17.67.94) for user user_4 at 2025-11-16 04:41:51 - verify identity. (Action: login, Resource: dashboard, Status: success, IP: 145.17.67.94)
ALERT: Suspicious hour (4:00) activity for user user_14 at 2025-11-16 04:43:11. (Action: login, Resource: dashboard, Status: success, IP: 35.53.3.249)
ALERT: New IP access (35.53.3.249) for user user_14 at 2025-11-16 04:43:11 - verify identity. (Action: login, Resource: dashboard, Status: success, IP: 35.53.3.249)
ALERT: Suspicious hour (4:00) activity for user user_14 at 2025-11-16 04:48:45. (Action: login, Resource: report.pdf, Status: success, IP: 88.120.125.41)
ALERT: New IP access (88.120.125.41) for user user_14 at 2025-11-16 04:48:45 - verify identity. (Action: login, Resource: report.pdf, Status: success, IP: 88.120.125.41)
ALERT: Suspicious hour (4:00) activity for user user_4 at 2025-11-16 04:49:54. (Action: logout, Resource: admin_panel, Status: success, IP: 83.248.202.34)
ALERT: High delete actions (6) for user user_4 - potential data loss risk. (Action: logout, Resource: admin_panel, Status: success, IP: 83.248.202.34)
ALERT: New IP access (83.248.202.34) for user user_4 at 2025-11-16 04:49:54 - verify identity. (Action: logout, Resource: admin_panel, Status: success, IP: 83.248.202.34)
ALERT: Suspicious hour (4:00) activity for user user_3 at 2025-11-16 04:50:14. (Action: update_record, Resource: public_page, Status: success, IP: 99.96.169.105)
ALERT: New IP access (99.96.169.105) for user user_3 at 2025-11-16 04:50:14 - verify identity. (Action: update_record, Resource: public_page, Status: success, IP: 99.96.169.105)
ALERT: Suspicious hour (4:00) activity for user user_7 at 2025-11-16 04:50:16. (Action: login, Resource: public_page, Status: success, IP: 87.240.209.207)
ALERT: High delete actions (8) for user user_7 - potential data loss risk. (Action: login, Resource: public_page, Status: success, IP: 87.240.209.207)
ALERT: New IP access (87.240.209.207) for user user_7 at 2025-11-16 04:50:16 - verify identity. (Action: login, Resource: public_page, Status: success, IP: 87.240.209.207)
ALERT: Suspicious hour (4:00) activity for user user_12 at 2025-11-16 04:51:03. (Action: download_file, Resource: public_page, Status: success, IP: 253.5.112.14)
ALERT: New IP access (253.5.112.14) for user user_12 at 2025-11-16 04:51:03 - verify identity. (Action: download_file, Resource: public_page, Status: success, IP: 253.5.112.14)
ALERT: Suspicious hour (4:00) activity for user user_7 at 2025-11-16 04:51:47. (Action: download_file, Resource: report.pdf, Status: success, IP: 54.154.247.248)
ALERT: High delete actions (8) for user user_7 - potential data loss risk. (Action: download_file, Resource: report.pdf, Status: success, IP: 54.154.247.248)
